day,week,hour,minute,request,maxReq20minutes,minReq20minutes,meanReq20minutes
23,7,5,35,171,210,69,156.75
23,7,5,40,129,201,69,147
23,7,5,45,204,171,69,129
23,7,5,50,321,204,69,143.25
23,7,5,55,276,321,129,206.25
23,7,6,0,192,321,129,232.5
23,7,6,5,264,321,192,248.25
23,7,6,10,213,321,192,263.25
23,7,6,15,174,276,192,236.25
23,7,6,20,114,264,174,210.75
23,7,6,25,237,264,114,191.25
23,7,6,30,123,237,114,184.5
23,7,6,35,39,237,114,162
23,7,6,40,90,237,39,128.25
23,7,6,45,165,237,39,122.25
23,7,6,50,162,165,39,104.25
23,7,6,55,240,165,39,114
23,7,7,0,69,240,90,164.25
23,7,7,5,117,240,69,159
23,7,7,10,66,240,69,147
23,7,7,15,141,240,66,123
23,7,7,20,93,141,66,98.25
23,7,7,25,159,141,66,104.25
23,7,7,30,93,159,66,114.75
23,7,7,35,90,159,93,121.5
23,7,7,40,108,159,90,108.75
23,7,7,45,87,159,90,112.5
23,7,7,50,183,108,87,94.5
23,7,7,55,210,183,87,117
23,7,8,0,237,210,87,147
23,7,8,5,129,237,87,179.25
23,7,8,10,336,237,129,189.75
23,7,8,15,363,336,129,228
23,7,8,20,378,363,129,266.25
23,7,8,25,366,378,129,301.5
23,7,8,30,399,378,336,360.75
23,7,8,35,528,399,363,376.5
23,7,8,40,339,528,366,417.75
23,7,8,45,309,528,339,408
23,7,8,50,315,528,309,393.75
23,7,8,55,324,528,309,372.75
23,7,9,0,231,339,309,321.75
23,7,9,5,270,324,231,294.75
23,7,9,10,180,324,231,285
23,7,9,15,303,324,180,251.25
23,7,9,20,417,303,180,246
23,7,9,25,354,417,180,292.5
23,7,9,30,552,417,180,313.5
23,7,9,35,252,552,303,406.5
23,7,9,40,396,552,252,393.75
23,7,9,45,261,552,252,388.5
23,7,9,50,390,552,252,365.25
23,7,9,55,297,396,252,324.75
23,7,10,0,351,396,261,336
23,7,10,5,363,390,261,324.75
23,7,10,10,219,390,297,350.25
23,7,10,15,252,363,219,307.5
23,7,10,20,321,363,219,296.25
23,7,10,25,429,363,219,288.75
23,7,10,30,246,429,219,305.25
23,7,10,35,276,429,246,312
23,7,10,40,360,429,246,318
23,7,10,45,519,429,246,327.75
23,7,10,50,285,519,246,350.25
23,7,10,55,276,519,276,360
23,7,11,0,330,519,276,360
23,7,11,5,318,519,276,352.5
23,7,11,10,423,330,276,302.25
23,7,11,15,321,423,276,336.75
23,7,11,20,387,423,318,348
23,7,11,25,408,423,318,362.25
23,7,11,30,354,423,321,384.75
23,7,11,35,429,408,321,367.5
23,7,11,40,465,429,354,394.5
23,7,11,45,516,465,354,414
23,7,11,50,435,516,354,441
23,7,11,55,429,516,429,461.25
23,7,12,0,372,516,429,461.25
23,7,12,5,432,516,372,438
23,7,12,10,330,435,372,417
23,7,12,15,342,432,330,390.75
23,7,12,20,576,432,330,369
23,7,12,25,351,576,330,420
23,7,12,30,342,576,330,399.75
23,7,12,35,390,576,342,402.75
23,7,12,40,372,576,342,414.75
23,7,12,45,399,390,342,363.75
23,7,12,50,300,399,342,375.75
23,7,12,55,498,399,300,365.25
23,7,13,0,543,498,300,392.25
23,7,13,5,531,543,300,435
23,7,13,10,441,543,300,468
23,7,13,15,276,543,441,503.25
23,7,13,20,429,543,276,447.75
23,7,13,25,495,531,276,419.25
23,7,13,30,471,495,276,410.25
23,7,13,35,519,495,276,417.75
23,7,13,40,363,519,429,478.5
23,7,13,45,519,519,363,462
23,7,13,50,465,519,363,468
23,7,13,55,408,519,363,466.5
23,7,14,0,789,519,363,438.75
23,7,14,5,714,789,408,545.25
23,7,14,10,195,789,408,594
23,7,14,15,450,789,195,526.5
23,7,14,20,531,789,195,537
23,7,14,25,549,714,195,472.5
23,7,14,30,402,549,195,431.25
23,7,14,35,441,549,402,483
23,7,14,40,372,549,402,480.75
23,7,14,45,426,549,372,441
23,7,14,50,579,441,372,410.25
23,7,14,55,447,579,372,454.5
23,7,15,0,648,579,372,456
23,7,15,5,600,648,426,525
23,7,15,10,408,648,447,568.5
23,7,15,15,588,648,408,525.75
23,7,15,20,405,648,408,561
23,7,15,25,642,600,405,500.25
23,7,15,30,543,642,405,510.75
23,7,15,35,873,642,405,544.5
23,7,15,40,537,873,405,615.75
23,7,15,45,393,873,537,648.75
23,7,15,50,357,873,393,586.5
23,7,15,55,444,873,357,540
23,7,16,0,513,537,357,432.75
23,7,16,5,315,513,357,426.75
23,7,16,10,477,513,315,407.25
23,7,16,15,516,513,315,437.25
23,7,16,20,513,516,315,455.25
23,7,16,25,657,516,315,455.25
23,7,16,30,543,657,477,540.75
23,7,16,35,642,657,513,557.25
23,7,16,40,528,657,513,588.75
23,7,16,45,597,657,528,592.5
23,7,16,50,558,642,528,577.5
23,7,16,55,648,642,528,581.25
23,7,17,0,717,648,528,582.75
23,7,17,5,462,717,558,630
23,7,17,10,636,717,462,596.25
23,7,17,15,423,717,462,615.75
23,7,17,20,600,717,423,559.5
23,7,17,25,621,636,423,530.25
23,7,17,30,702,636,423,570
23,7,17,35,357,702,423,586.5
23,7,17,40,399,702,357,570
23,7,17,45,564,702,357,519.75
23,7,17,50,549,702,357,505.5
23,7,17,55,483,564,357,467.25
23,7,18,0,357,564,399,498.75
23,7,18,5,453,564,357,488.25
23,7,18,10,351,549,357,460.5
23,7,18,15,642,483,351,411
23,7,18,20,366,642,351,450.75
23,7,18,25,561,642,351,453
23,7,18,30,465,642,351,480
23,7,18,35,567,642,366,508.5
23,7,18,40,381,567,366,489.75
23,7,18,45,450,567,381,493.5
23,7,18,50,429,567,381,465.75
23,7,18,55,495,567,381,456.75
23,7,19,0,456,495,381,438.75
23,7,19,5,351,495,429,457.5
23,7,19,10,465,495,351,432.75
23,7,19,15,525,495,351,441.75
23,7,19,20,738,525,351,449.25
23,7,19,25,435,738,351,519.75
23,7,19,30,441,738,435,540.75
23,7,19,35,504,738,435,534.75
23,7,19,40,282,738,435,529.5
23,7,19,45,411,504,282,415.5
23,7,19,50,591,504,282,409.5
23,7,19,55,567,591,282,447
23,7,20,0,558,591,282,462.75
23,7,20,5,423,591,411,531.75
23,7,20,10,417,591,423,534.75
23,7,20,15,735,567,417,491.25
23,7,20,20,615,735,417,533.25
23,7,20,25,627,735,417,547.5
23,7,20,30,495,735,417,598.5
23,7,20,35,669,735,495,618
23,7,20,40,624,669,495,601.5
23,7,20,45,498,669,495,603.75
23,7,20,50,906,669,495,571.5
23,7,20,55,702,906,498,674.25
23,7,21,0,657,906,498,682.5
23,7,21,5,756,906,498,690.75
23,7,21,10,726,906,657,755.25
23,7,21,15,462,756,657,710.25
23,7,21,20,381,756,462,650.25
23,7,21,25,675,756,381,581.25
23,7,21,30,507,726,381,561
23,7,21,35,807,675,381,506.25
23,7,21,40,717,807,381,592.5
23,7,21,45,723,807,507,676.5
23,7,21,50,693,807,507,688.5
23,7,21,55,672,807,693,735
23,7,22,0,738,723,672,701.25
23,7,22,5,639,738,672,706.5
23,7,22,10,582,738,639,685.5
23,7,22,15,699,738,582,657.75
23,7,22,20,450,738,582,664.5
23,7,22,25,432,699,450,592.5
23,7,22,30,663,699,432,540.75
23,7,22,35,564,699,432,561
23,7,22,40,636,663,432,527.25
23,7,22,45,675,663,432,573.75
23,7,22,50,468,675,564,634.5
23,7,22,55,672,675,468,585.75
23,7,23,0,933,675,468,612.75
23,7,23,5,537,933,468,687
23,7,23,10,624,933,468,652.5
23,7,23,15,660,933,537,691.5
23,7,23,20,609,933,537,688.5
23,7,23,25,396,660,537,607.5
23,7,23,30,411,660,396,572.25
23,7,23,35,363,660,396,519
23,7,23,40,369,609,363,444.75
23,7,23,45,417,411,363,384.75
23,7,23,50,510,417,363,390
23,7,23,55,591,510,363,414.75
24,1,0,0,432,591,369,471.75
24,1,0,5,456,591,417,487.5
24,1,0,10,648,591,432,497.25
24,1,0,15,543,648,432,531.75
24,1,0,20,393,648,432,519.75
24,1,0,25,504,648,393,510
24,1,0,30,321,648,393,522
24,1,0,35,381,543,321,440.25
24,1,0,40,447,504,321,399.75
24,1,0,45,468,504,321,413.25
24,1,0,50,516,468,321,404.25
24,1,0,55,372,516,381,453
24,1,1,0,444,516,372,450.75
24,1,1,5,324,516,372,450
24,1,1,10,432,516,324,414
24,1,1,15,279,444,324,393
24,1,1,20,291,444,279,369.75
24,1,1,25,279,432,279,331.5
24,1,1,30,372,432,279,320.25
24,1,1,35,264,372,279,305.25
24,1,1,40,327,372,264,301.5
24,1,1,45,294,372,264,310.5
24,1,1,50,156,372,264,314.25
24,1,1,55,195,327,156,260.25
24,1,2,0,258,327,156,243
24,1,2,5,306,294,156,225.75
24,1,2,10,207,306,156,228.75
24,1,2,15,228,306,195,241.5
24,1,2,20,396,306,207,249.75
24,1,2,25,249,396,207,284.25
24,1,2,30,288,396,207,270
24,1,2,35,306,396,228,290.25
24,1,2,40,309,396,249,309.75
24,1,2,45,390,309,249,288
24,1,2,50,432,390,288,323.25
24,1,2,55,264,432,306,359.25
24,1,3,0,138,432,264,348.75
24,1,3,5,288,432,138,306
24,1,3,10,297,432,138,280.5
24,1,3,15,225,297,138,246.75
24,1,3,20,168,297,138,237
24,1,3,25,222,297,168,244.5
24,1,3,30,246,297,168,228
24,1,3,35,240,246,168,215.25
24,1,3,40,324,246,168,219
24,1,3,45,297,324,222,258
24,1,3,50,183,324,240,276.75
24,1,3,55,213,324,183,261
24,1,4,0,246,324,183,254.25
24,1,4,5,237,297,183,234.75
24,1,4,10,270,246,183,219.75
24,1,4,15,201,270,213,241.5
24,1,4,20,234,270,201,238.5
24,1,4,25,147,270,201,235.5
24,1,4,30,159,270,147,213
24,1,4,35,216,234,147,185.25
24,1,4,40,159,234,147,189
24,1,4,45,183,216,147,170.25
24,1,4,50,171,216,159,179.25
24,1,4,55,183,216,159,182.25
24,1,5,0,270,183,159,174
24,1,5,5,327,270,171,201.75
24,1,5,10,261,327,171,237.75
24,1,5,15,252,327,183,260.25
24,1,5,20,285,327,252,277.5
24,1,5,25,339,327,252,281.25
24,1,5,30,177,339,252,284.25
24,1,5,35,213,339,177,263.25
24,1,5,40,321,339,177,253.5
24,1,5,45,342,339,177,262.5
24,1,5,50,174,342,177,263.25
24,1,5,55,189,342,174,262.5
24,1,6,0,282,342,174,256.5
24,1,6,5,315,342,174,246.75
24,1,6,10,201,315,174,240
24,1,6,15,333,315,189,246.75
24,1,6,20,282,333,201,282.75
24,1,6,25,381,333,201,282.75
24,1,6,30,384,381,201,299.25
24,1,6,35,312,384,282,345
24,1,6,40,234,384,282,339.75
24,1,6,45,171,384,234,327.75
24,1,6,50,369,384,171,275.25
24,1,6,55,258,369,171,271.5
24,1,7,0,393,369,171,258
24,1,7,5,276,393,171,297.75
24,1,7,10,312,393,258,324
24,1,7,15,267,393,258,309.75
24,1,7,20,357,393,267,312
24,1,7,25,555,357,267,303
24,1,7,30,408,555,267,372.75
24,1,7,35,390,555,267,396.75
24,1,7,40,453,555,357,427.5
24,1,7,45,537,555,390,451.5
24,1,7,50,687,537,390,447
24,1,7,55,567,687,390,516.75
24,1,8,0,705,687,453,561
24,1,8,5,657,705,537,624
24,1,8,10,804,705,567,654
24,1,8,15,513,804,567,683.25
24,1,8,20,498,804,513,669.75
24,1,8,25,597,804,498,618
24,1,8,30,774,804,498,603
24,1,8,35,624,774,498,595.5
24,1,8,40,777,774,498,623.25
24,1,8,45,585,777,597,693
24,1,8,50,549,777,585,690
24,1,8,55,765,777,549,633.75
24,1,9,0,756,777,549,669
24,1,9,5,642,765,549,663.75
24,1,9,10,660,765,549,678
24,1,9,15,786,765,642,705.75
24,1,9,20,1059,786,642,711
24,1,9,25,801,1059,642,786.75
24,1,9,30,822,1059,660,826.5
24,1,9,35,1182,1059,786,867
24,1,9,40,1299,1182,801,966
24,1,9,45,1083,1299,801,1026
24,1,9,50,804,1299,822,1096.5
24,1,9,55,870,1299,804,1092
24,1,10,0,996,1299,804,1014
24,1,10,5,858,1083,804,938.25
24,1,10,10,864,996,804,882
24,1,10,15,720,996,858,897
24,1,10,20,810,996,720,859.5
24,1,10,25,918,864,720,813
24,1,10,30,771,918,720,828
24,1,10,35,783,918,720,804.75
24,1,10,40,975,918,771,820.5
24,1,10,45,900,975,771,861.75
24,1,10,50,531,975,771,857.25
24,1,10,55,870,975,531,797.25
24,1,11,0,1083,975,531,819
24,1,11,5,1041,1083,531,846
24,1,11,10,774,1083,531,881.25
24,1,11,15,1170,1083,774,942
24,1,11,20,1101,1170,774,1017
24,1,11,25,1044,1170,774,1021.5
24,1,11,30,681,1170,774,1022.25
24,1,11,35,591,1170,681,999
24,1,11,40,885,1101,591,854.25
24,1,11,45,1137,1044,591,800.25
24,1,11,50,1221,1137,591,823.5
24,1,11,55,1320,1221,591,958.5
24,1,12,0,1275,1320,885,1140.75
24,1,12,5,1362,1320,1137,1238.25
24,1,12,10,1194,1362,1221,1294.5
24,1,12,15,1068,1362,1194,1287.75
24,1,12,20,987,1362,1068,1224.75
24,1,12,25,1593,1362,987,1152.75
24,1,12,30,1341,1593,987,1210.5
24,1,12,35,1263,1593,987,1247.25
24,1,12,40,1290,1593,987,1296
24,1,12,45,1413,1593,1263,1371.75
24,1,12,50,1227,1413,1263,1326.75
24,1,12,55,1167,1413,1227,1298.25
24,1,13,0,999,1413,1167,1274.25
24,1,13,5,1194,1413,999,1201.5
24,1,13,10,1263,1227,999,1146.75
24,1,13,15,1302,1263,999,1155.75
24,1,13,20,1008,1302,999,1189.5
24,1,13,25,1263,1302,1008,1191.75
24,1,13,30,1275,1302,1008,1209
24,1,13,35,1125,1302,1008,1212
24,1,13,40,1461,1275,1008,1167.75
24,1,13,45,1098,1461,1125,1281
24,1,13,50,1539,1461,1098,1239.75
24,1,13,55,1248,1539,1098,1305.75
24,1,14,0,1167,1539,1098,1336.5
24,1,14,5,1029,1539,1098,1263
24,1,14,10,1449,1539,1029,1245.75
24,1,14,15,1428,1449,1029,1223.25
24,1,14,20,1404,1449,1029,1268.25
24,1,14,25,1368,1449,1029,1327.5
24,1,14,30,1014,1449,1368,1412.25
24,1,14,35,1086,1428,1014,1303.5
24,1,14,40,1395,1404,1014,1218
24,1,14,45,1320,1395,1014,1215.75
24,1,14,50,1017,1395,1014,1203.75
24,1,14,55,1023,1395,1017,1204.5
24,1,15,0,1005,1395,1017,1188.75
24,1,15,5,1125,1320,1005,1091.25
24,1,15,10,1323,1125,1005,1042.5
24,1,15,15,1227,1323,1005,1119
24,1,15,20,1320,1323,1005,1170
24,1,15,25,1326,1323,1125,1248.75
24,1,15,30,1566,1326,1227,1299
24,1,15,35,1422,1566,1227,1359.75
24,1,15,40,1071,1566,1320,1408.5
24,1,15,45,1245,1566,1071,1346.25
24,1,15,50,1377,1566,1071,1326
24,1,15,55,1734,1422,1071,1278.75
24,1,16,0,1665,1734,1071,1356.75
24,1,16,5,1311,1734,1245,1505.25
24,1,16,10,1773,1734,1311,1521.75
24,1,16,15,1299,1773,1311,1620.75
24,1,16,20,1068,1773,1299,1512
24,1,16,25,1407,1773,1068,1362.75
24,1,16,30,1092,1773,1068,1386.75
24,1,16,35,1314,1407,1068,1216.5
24,1,16,40,639,1407,1068,1220.25
24,1,16,45,627,1407,639,1113
24,1,16,50,1218,1314,627,918
24,1,16,55,1275,1314,627,949.5
24,1,17,0,1185,1275,627,939.75
24,1,17,5,1035,1275,627,1076.25
24,1,17,10,870,1275,1035,1178.25
24,1,17,15,831,1275,870,1091.25
24,1,17,20,732,1185,831,980.25
24,1,17,25,1086,1035,732,867
24,1,17,30,1026,1086,732,879.75
24,1,17,35,930,1086,732,918.75
24,1,17,40,966,1086,732,943.5
24,1,17,45,882,1086,930,1002
24,1,17,50,738,1026,882,951
24,1,17,55,813,966,738,879
24,1,18,0,822,966,738,849.75
24,1,18,5,732,882,738,813.75
24,1,18,10,597,822,732,776.25
24,1,18,15,699,822,597,741
24,1,18,20,579,822,597,712.5
24,1,18,25,438,732,579,651.75
24,1,18,30,486,699,438,578.25
24,1,18,35,654,699,438,550.5
24,1,18,40,375,654,438,539.25
24,1,18,45,465,654,375,488.25
24,1,18,50,579,654,375,495
24,1,18,55,552,654,375,518.25
24,1,19,0,630,579,375,492.75
24,1,19,5,627,630,465,556.5
24,1,19,10,768,630,552,597
24,1,19,15,630,768,552,644.25
24,1,19,20,696,768,627,663.75
24,1,19,25,498,768,627,680.25
24,1,19,30,588,768,498,648
24,1,19,35,588,696,498,603
24,1,19,40,681,696,498,592.5
24,1,19,45,531,681,498,588.75
24,1,19,50,204,681,531,597
24,1,19,55,276,681,204,501
24,1,20,0,0,681,204,423
24,1,20,5,3,531,0,252.75
24,1,20,10,354,276,0,120.75
24,1,20,15,510,354,0,158.25
24,1,20,20,465,510,0,216.75
24,1,20,25,423,510,3,333
24,1,20,30,588,510,354,438
24,1,20,35,693,588,423,496.5
24,1,20,40,447,693,423,542.25
24,1,20,45,468,693,423,537.75
24,1,20,50,336,693,447,549
24,1,20,55,411,693,336,486
24,1,21,0,480,468,336,415.5
24,1,21,5,528,480,336,423.75
24,1,21,10,609,528,336,438.75
24,1,21,15,651,609,411,507
24,1,21,20,525,651,480,567
24,1,21,25,576,651,525,578.25
24,1,21,30,495,651,525,590.25
24,1,21,35,447,651,495,561.75
24,1,21,40,453,576,447,510.75
24,1,21,45,615,576,447,492.75
24,1,21,50,453,615,447,502.5
24,1,21,55,600,615,447,492
24,1,22,0,354,615,453,530.25
24,1,22,5,270,615,354,505.5
24,1,22,10,414,600,270,419.25
24,1,22,15,645,600,270,409.5
24,1,22,20,525,645,270,420.75
24,1,22,25,387,645,270,463.5
24,1,22,30,642,645,387,492.75
24,1,22,35,603,645,387,549.75
24,1,22,40,561,642,387,539.25
24,1,22,45,597,642,387,548.25
24,1,22,50,402,642,561,600.75
24,1,22,55,474,603,402,540.75
24,1,23,0,471,597,402,508.5
24,1,23,5,624,597,402,486
24,1,23,10,438,624,402,492.75
24,1,23,15,420,624,438,501.75
24,1,23,20,648,624,420,488.25
24,1,23,25,456,648,420,532.5
24,1,23,30,414,648,420,490.5
24,1,23,35,402,648,414,484.5
24,1,23,40,417,648,402,480
24,1,23,45,429,456,402,422.25
24,1,23,50,237,429,402,415.5
24,1,23,55,396,429,237,371.25
25,2,0,0,519,429,237,369.75
25,2,0,5,369,519,237,395.25
25,2,0,10,402,519,237,380.25
25,2,0,15,585,519,369,421.5
25,2,0,20,345,585,369,468.75
25,2,0,25,327,585,345,425.25
25,2,0,30,324,585,327,414.75
25,2,0,35,228,585,324,395.25
25,2,0,40,150,345,228,306
25,2,0,45,309,327,150,257.25
25,2,0,50,384,324,150,252.75
25,2,0,55,315,384,150,267.75
25,2,1,0,267,384,150,289.5
25,2,1,5,378,384,267,318.75
25,2,1,10,300,384,267,336
25,2,1,15,396,378,267,315
25,2,1,20,198,396,267,335.25
25,2,1,25,186,396,198,318
25,2,1,30,477,396,186,270
25,2,1,35,366,477,186,314.25
25,2,1,40,375,477,186,306.75
25,2,1,45,318,477,186,351
25,2,1,50,429,477,318,384
25,2,1,55,390,429,318,372
25,2,2,0,378,429,318,378
25,2,2,5,381,429,318,378.75
25,2,2,10,348,429,378,394.5
25,2,2,15,411,390,348,374.25
25,2,2,20,315,411,348,379.5
25,2,2,25,324,411,315,363.75
25,2,2,30,177,411,315,349.5
25,2,2,35,267,411,177,306.75
25,2,2,40,192,324,177,270.75
25,2,2,45,108,324,177,240
25,2,2,50,183,267,108,186
25,2,2,55,153,267,108,187.5
25,2,3,0,216,192,108,159
25,2,3,5,282,216,108,165
25,2,3,10,174,282,153,208.5
25,2,3,15,219,282,153,206.25
25,2,3,20,291,282,174,222.75
25,2,3,25,333,291,174,241.5
25,2,3,30,291,333,174,254.25
25,2,3,35,309,333,219,283.5
25,2,3,40,291,333,291,306
25,2,3,45,318,333,291,306
25,2,3,50,285,318,291,302.25
25,2,3,55,366,318,285,300.75
25,2,4,0,279,366,285,315
25,2,4,5,147,366,279,312
25,2,4,10,258,366,147,269.25
25,2,4,15,168,366,147,262.5
25,2,4,20,231,279,147,213
25,2,4,25,186,258,147,201
25,2,4,30,282,258,168,210.75
25,2,4,35,165,282,168,216.75
25,2,4,40,339,282,165,216
25,2,4,45,315,339,165,243
25,2,4,50,459,339,165,275.25
25,2,4,55,351,459,165,319.5
25,2,5,0,309,459,315,366
25,2,5,5,273,459,309,358.5
25,2,5,10,111,459,273,348
25,2,5,15,180,351,111,261
25,2,5,20,213,309,111,218.25
25,2,5,25,204,273,111,194.25
25,2,5,30,237,213,111,177
25,2,5,35,210,237,180,208.5
25,2,5,40,126,237,204,216
25,2,5,45,225,237,126,194.25
25,2,5,50,387,237,126,199.5
25,2,5,55,324,387,126,237
25,2,6,0,171,387,126,265.5
25,2,6,5,96,387,171,276.75
25,2,6,10,108,387,96,244.5
25,2,6,15,138,324,96,174.75
25,2,6,20,129,171,96,128.25
25,2,6,25,183,138,96,117.75
25,2,6,30,261,183,108,139.5
25,2,6,35,336,261,129,177.75
25,2,6,40,309,336,129,227.25
25,2,6,45,237,336,183,272.25
25,2,6,50,240,336,237,285.75
25,2,6,55,270,336,237,280.5
25,2,7,0,264,309,237,264
25,2,7,5,567,270,237,252.75
25,2,7,10,498,567,240,335.25
25,2,7,15,339,567,264,399.75
25,2,7,20,390,567,264,417
25,2,7,25,420,567,339,448.5
25,2,7,30,219,498,339,411.75
25,2,7,35,273,420,219,342
25,2,7,40,318,420,219,325.5
25,2,7,45,327,420,219,307.5
25,2,7,50,540,327,219,284.25
25,2,7,55,519,540,273,364.5
25,2,8,0,588,540,318,426
25,2,8,5,744,588,327,493.5
25,2,8,10,489,744,519,597.75
25,2,8,15,516,744,489,585
25,2,8,20,606,744,489,584.25
25,2,8,25,801,744,489,588.75
25,2,8,30,639,801,489,603
25,2,8,35,687,801,516,640.5
25,2,8,40,528,801,606,683.25
25,2,8,45,621,801,528,663.75
25,2,8,50,522,687,528,618.75
25,2,8,55,696,687,522,589.5
25,2,9,0,624,696,522,591.75
25,2,9,5,369,696,522,615.75
25,2,9,10,1083,696,369,552.75
25,2,9,15,957,1083,369,693
25,2,9,20,837,1083,369,758.25
25,2,9,25,843,1083,369,811.5
25,2,9,30,1002,1083,837,930
25,2,9,35,909,1002,837,909.75
25,2,9,40,792,1002,837,897.75
25,2,9,45,804,1002,792,886.5
25,2,9,50,918,1002,792,876.75
25,2,9,55,873,918,792,855.75
25,2,10,0,1026,918,792,846.75
25,2,10,5,882,1026,804,905.25
25,2,10,10,729,1026,873,924.75
25,2,10,15,870,1026,729,877.5
25,2,10,20,1053,1026,729,876.75
25,2,10,25,1356,1053,729,883.5
25,2,10,30,648,1356,729,1002
25,2,10,35,933,1356,648,981.75
25,2,10,40,1095,1356,648,997.5
25,2,10,45,879,1356,648,1008
25,2,10,50,732,1095,648,888.75
25,2,10,55,966,1095,732,909.75
25,2,11,0,879,1095,732,918
25,2,11,5,1362,966,732,864
25,2,11,10,1428,1362,732,984.75
25,2,11,15,1176,1428,879,1158.75
25,2,11,20,1104,1428,879,1211.25
25,2,11,25,957,1428,1104,1267.5
25,2,11,30,873,1428,957,1166.25
25,2,11,35,1338,1176,873,1027.5
25,2,11,40,924,1338,873,1068
25,2,11,45,996,1338,873,1023
25,2,11,50,942,1338,873,1032.75
25,2,11,55,897,1338,924,1050
25,2,12,0,1140,996,897,939.75
25,2,12,5,1146,1140,897,993.75
25,2,12,10,1578,1146,897,1031.25
25,2,12,15,1329,1578,897,1190.25
25,2,12,20,1140,1578,1140,1298.25
25,2,12,25,1605,1578,1140,1298.25
25,2,12,30,1032,1605,1140,1413
25,2,12,35,1200,1605,1032,1276.5
25,2,12,40,1149,1605,1032,1244.25
25,2,12,45,1350,1605,1032,1246.5
25,2,12,50,1326,1350,1032,1182.75
25,2,12,55,1329,1350,1149,1256.25
25,2,13,0,1134,1350,1149,1288.5
25,2,13,5,1584,1350,1134,1284.75
25,2,13,10,1437,1584,1134,1343.25
25,2,13,15,1329,1584,1134,1371
25,2,13,20,1572,1584,1134,1371
25,2,13,25,1212,1584,1329,1480.5
25,2,13,30,1164,1572,1212,1387.5
25,2,13,35,1029,1572,1164,1319.25
25,2,13,40,1110,1572,1029,1244.25
25,2,13,45,1401,1212,1029,1128.75
25,2,13,50,1182,1401,1029,1176
25,2,13,55,1230,1401,1029,1180.5
25,2,14,0,1002,1401,1110,1230.75
25,2,14,5,876,1401,1002,1203.75
25,2,14,10,912,1230,876,1072.5
25,2,14,15,741,1230,876,1005
25,2,14,20,1083,1002,741,882.75
25,2,14,25,1017,1083,741,903
25,2,14,30,957,1083,741,938.25
25,2,14,35,831,1083,741,949.5
25,2,14,40,1221,1083,831,972
25,2,14,45,1164,1221,831,1006.5
25,2,14,50,1167,1221,831,1043.25
25,2,14,55,1380,1221,831,1095.75
25,2,15,0,1341,1380,1164,1233
25,2,15,5,882,1380,1164,1263
25,2,15,10,1155,1380,882,1192.5
25,2,15,15,1296,1380,882,1189.5
25,2,15,20,822,1341,882,1168.5
25,2,15,25,921,1296,822,1038.75
25,2,15,30,921,1296,822,1048.5
25,2,15,35,1374,1296,822,990
25,2,15,40,1320,1374,822,1009.5
25,2,15,45,1236,1374,921,1134
25,2,15,50,1179,1374,921,1212.75
25,2,15,55,1062,1374,1179,1277.25
25,2,16,0,1062,1320,1062,1199.25
25,2,16,5,1362,1236,1062,1134.75
25,2,16,10,1407,1362,1062,1166.25
25,2,16,15,1293,1407,1062,1223.25
25,2,16,20,1329,1407,1062,1281
25,2,16,25,1281,1407,1293,1347.75
25,2,16,30,1104,1407,1281,1327.5
25,2,16,35,1290,1329,1104,1251.75
25,2,16,40,1050,1329,1104,1251
25,2,16,45,726,1290,1050,1181.25
25,2,16,50,1083,1290,726,1042.5
25,2,16,55,1284,1290,726,1037.25
25,2,17,0,1059,1284,726,1035.75
25,2,17,5,852,1284,726,1038
25,2,17,10,918,1284,852,1069.5
25,2,17,15,855,1284,852,1028.25
25,2,17,20,849,1059,852,921
25,2,17,25,1155,918,849,868.5
25,2,17,30,1068,1155,849,944.25
25,2,17,35,846,1155,849,981.75
25,2,17,40,747,1155,846,979.5
25,2,17,45,597,1155,747,954
25,2,17,50,624,1068,597,814.5
25,2,17,55,675,846,597,703.5
25,2,18,0,762,747,597,660.75
25,2,18,5,684,762,597,664.5
25,2,18,10,1059,762,624,686.25
25,2,18,15,996,1059,675,795
25,2,18,20,609,1059,684,875.25
25,2,18,25,288,1059,609,837
25,2,18,30,18,1059,288,738
25,2,18,35,231,996,18,477.75
25,2,18,40,315,609,18,286.5
25,2,18,45,387,315,18,213
25,2,18,50,579,387,18,237.75
25,2,18,55,678,579,231,378
25,2,19,0,564,678,315,489.75
25,2,19,5,603,678,387,552
25,2,19,10,579,678,564,606
25,2,19,15,405,678,564,606
25,2,19,20,258,603,405,537.75
25,2,19,25,267,603,258,461.25
25,2,19,30,402,579,258,377.25
25,2,19,35,408,405,258,333
25,2,19,40,609,408,258,333.75
25,2,19,45,684,609,267,421.5
25,2,19,50,810,684,402,525.75
25,2,19,55,621,810,408,627.75
25,2,20,0,744,810,609,681
25,2,20,5,522,810,621,714.75
25,2,20,10,462,810,522,674.25
25,2,20,15,642,744,462,587.25
25,2,20,20,681,744,462,592.5
25,2,20,25,567,681,462,576.75
25,2,20,30,579,681,462,588
25,2,20,35,510,681,567,617.25
25,2,20,40,408,681,510,584.25
25,2,20,45,576,579,408,516
25,2,20,50,474,579,408,518.25
25,2,20,55,675,576,408,492
25,2,21,0,597,675,408,533.25
25,2,21,5,537,675,474,580.5
25,2,21,10,420,675,474,570.75
25,2,21,15,420,675,420,557.25
25,2,21,20,414,597,420,493.5
25,2,21,25,420,537,414,447.75
